student_secondary_edu,student_higher_edu,mother_secondary_edu,mother_higher_edu,father_secondary_edu,father_higher_edu,1st_5_enrolled,1st_6_enrolled,1st_7_enrolled,1st_gt_7_enrolled,2nd_5_enrolled,2nd_6_enrolled,2nd_7_enrolled,2nd_8_enrolled,2nd_gt_8_enrolled,app_phase,app_older23,app_inter,age_lt20,age_lt25_gt20,age_lt30_gt25,CU1sem_Eval1grp_678,CU1sem_Eval1grp_lt6,CU1sem_Eval1grp_gt8,CU1sem_approv1grp_5,CU1sem_approv1grp_lt5,CU1sem_approv1grp_gt5,cu1st_sem_without_eval_0,cu1st_sem_without_eval_1_2,cu2nd_sem_without_eval_0,cu2nd_sem_without_eval_1,cu2nd_sem_without_eval_2,CU2sem_Eval1grp_679,CU2sem_Eval1grp_8,CU2sem_Eval1grp_lt6,CU2sem_Eval1grp_gt9,CU2sem_approv1grp_5,CU2sem_approv1grp_0,CU2sem_approv1grp_1234,CU2sem_approv1grp_gt5,mother_occupation_grp0,mother_occupation_grp168,mother_occupation_grp2357,mother_occupation_grp4910,father_occupation_grp0,father_occupation_grp124,father_occupation_grp3568,father_occupation_grp7,father_occupation_grp910,Course_33,Course_171,Course_9003,Course_9070,Course_9085,Course_9119,Course_9130,Course_9147_9670,Course_9238_8014,Course_9254,Course_9500,Course_9556,Course_9773,Course_9853,Course_9991,previous_qualification_grade,admission_grade,curricular_units_1st_sem_grade,curricular_units_2nd_sem_grade,1st_sem_approved_all_enrolled,2nd_sem_approved_all_enrolled,single,daytime/evening_attendance,displaced,debtor,tuition_fees_up_to_date,gender,scholarship_holder,unemployment_rate,inflation_rate,gdp,cu1st_sem_without_eval_comb,cu2nd_sem_without_eval_comb,CU1sem_Eval1,CU1sem_approv1,CU2sem_Eval1,CU2sem_approv1,amode,mother_occupation,father_occupation,course,cu1sem_enroll,cu2sem_enroll,age,pquali,mquali,fquali,target_bin
1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,123,110,11,11.5,0,0,1,1,0,0,1,1,0,9.4,-0.8,-3.12,1,0,2,0,1,1,2,2,3,9147,5,5,3,1,3,3,0
0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,133.1,103.5,0,0,0,0,0,1,0,0,1,1,0,15.5,2.8,-4.06,0,0,0,0,0,0,3,3,1,9238,6,6,4,3,3,3,1
0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,140,140,13.5,13.75,0,0,1,0,0,0,1,1,0,7.6,2.6,0.32,0,0,1,0,2,1,2,3,4,9991,5,5,3,2,3,3,0
1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,116,108.7,11.25,0,0,0,1,1,1,0,1,1,0,7.6,2.6,0.32,1,3,2,0,1,0,1,0,1,9070,6,6,2,1,2,2,1
1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,118,115.9,12.14285714,11.33333333,1,1,1,1,1,0,1,1,1,8.9,1.4,3.51,0,0,1,1,8,2,4,3,1,9254,6,6,1,1,3,1,0
1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,140,127.3,13.07571429,13.07571429,0,0,0,1,0,0,1,1,0,10.8,1.4,1.74,0,0,1,1,8,2,3,3,1,9500,1,8,3,1,3,3,0
1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,146,138.7,0,0,0,0,1,1,0,0,1,1,0,8.9,1.4,3.51,0,0,0,0,0,0,1,2,4,9147,5,5,1,1,2,1,1
1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,150,135.8,11,13.5,0,0,1,0,0,1,1,1,0,12.7,3.7,-1.7,0,0,2,0,1,1,3,2,1,9991,5,5,3,1,2,2,1
1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,137,134.6,0,0,0,0,1,1,1,0,1,1,0,16.2,0.3,-0.92,0,0,2,0,2,0,4,3,3,9085,6,6,2,1,1,1,1
1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,136,118.4,13.125,12.33333333,0,0,1,1,1,0,1,0,0,13.9,-0.3,0.79,0,0,2,0,8,2,2,2,2,9500,7,7,2,1,3,3,0
1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,134,132.8,13.51285714,13.51285714,0,0,1,1,1,0,1,0,1,10.8,1.4,1.74,0,0,1,1,8,2,1,2,4,9500,1,8,1,1,3,3,0
1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,160,155.5,12.83333333,12.16666667,1,1,1,1,1,0,1,0,1,10.8,1.4,1.74,0,0,1,1,2,2,1,3,3,9238,6,6,1,1,3,3,0
1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,126,132,15,11.66666667,0,0,1,1,1,0,1,0,1,9.4,-0.8,-3.12,1,0,1,0,2,1,1,3,4,9085,5,5,1,1,3,1,1
0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,133.1,110,12.8,13.33333333,0,0,1,1,0,1,0,0,0,11.1,0.6,2.02,0,0,2,5,1,1,3,3,4,9003,6,6,4,3,3,3,1
1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,114,127.3,12.33333333,0,0,0,1,1,1,1,0,0,0,10.8,1.4,1.74,0,0,2,0,1,0,4,3,2,9254,6,6,2,1,3,2,1
1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,139,126,12.288,12.288,0,0,1,1,1,0,1,1,0,10.8,1.4,1.74,1,1,2,5,1,5,1,3,1,9500,1,8,1,1,2,1,1
0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,130,130,12.33333333,13.28571429,1,0,1,0,0,0,1,1,0,7.6,2.6,0.32,0,2,2,1,1,2,2,0,0,8014,1,1,4,2,3,3,0
1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,131,118.8,11.5,12.8,0,1,1,1,0,0,1,1,1,12.4,0.5,1.79,0,0,2,0,0,5,1,3,4,9147,5,5,1,1,1,1,0
1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,130,127.6,11.83333333,11.14285714,1,0,1,1,1,0,1,1,0,10.8,1.4,1.74,0,0,1,1,1,1,2,3,1,9670,6,6,2,1,3,1,1
0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,133.1,112.1,0,0,0,0,1,1,0,1,0,1,0,8.9,1.4,3.51,0,0,0,0,0,0,2,3,2,9147,5,5,4,3,3,3,1
0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,130,130,0,0,0,0,1,0,0,0,1,1,0,12.7,3.7,-1.7,0,0,0,0,0,0,2,2,4,9991,5,5,4,2,2,1,1
1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,117,111.1,11.8,11.5,1,0,1,1,0,0,1,1,1,11.1,0.6,2.02,0,0,2,5,1,1,1,2,2,9119,5,5,1,1,1,1,0
1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,127,121.4,0,0,0,0,1,1,0,0,1,1,0,15.5,2.8,-4.06,0,0,0,0,0,0,4,1,1,9670,6,6,1,1,2,2,1
1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,131,126.8,12.2,12,1,0,1,1,0,0,0,1,1,8.9,1.4,3.51,0,0,1,5,8,1,1,3,3,9119,5,5,1,1,1,3,0
1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,134,120.6,12.33333333,13,1,1,1,0,1,0,1,1,0,11.1,0.6,2.02,0,0,1,1,0,5,2,2,2,9991,6,5,3,1,1,1,0
1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,130,126.5,12.42857143,12.83333333,1,1,1,1,0,0,1,1,0,7.6,2.6,0.32,0,0,1,1,2,2,3,3,4,9254,6,6,3,1,3,3,0
1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,127,120.2,12.76571429,13.54444444,1,1,1,1,1,0,1,0,1,12.4,0.5,1.79,0,0,1,1,2,2,1,2,2,9500,7,8,1,1,1,3,0
1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,130,120,12.1,12.6,0,0,0,1,0,0,1,1,0,11.1,0.6,2.02,0,0,2,5,1,5,2,2,2,9500,7,7,4,1,3,3,1
1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,142,137.5,12,11.5,1,1,1,1,1,0,1,1,0,13.9,-0.3,0.79,0,0,2,5,2,5,1,3,4,9147,5,5,1,1,3,3,0
1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,117,127.9,0,0,0,0,1,1,1,0,1,1,0,9.4,-0.8,-3.12,0,0,1,0,2,0,4,3,3,9070,6,6,2,1,1,3,1
0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,133.1,140,14.88888889,13.72727273,1,1,1,1,0,1,1,1,0,16.2,0.3,-0.92,0,0,2,1,1,2,3,1,1,9003,6,6,2,3,3,3,0
1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,164,131.8,11.35714286,12,0,0,0,0,0,0,1,0,0,9.4,-0.8,-3.12,0,1,2,1,1,2,2,1,2,9991,1,1,4,1,3,3,0
1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,130,129,13.5,12.5,1,1,1,1,1,0,1,0,0,9.4,-0.8,-3.12,0,0,1,1,2,2,2,3,4,9070,6,6,3,1,3,3,0
1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,127,115.8,0,0,0,0,1,1,1,1,0,0,0,8.9,1.4,3.51,0,0,1,0,0,0,4,3,4,9773,6,6,1,1,2,3,1
1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,140,126.4,13.88428571,14.75,1,1,1,1,1,0,1,0,0,11.1,0.6,2.02,0,0,1,1,2,2,4,2,2,9500,7,8,1,1,2,2,1
1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,130,130,13,11.66666667,0,0,1,1,1,0,0,0,0,13.9,-0.3,0.79,0,0,2,5,1,1,2,3,4,9085,6,6,1,1,3,3,0
1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,122,114.8,12.65,11.1,0,0,1,1,1,0,1,0,1,12.4,0.5,1.79,0,0,2,0,2,5,1,3,2,9500,7,7,1,1,2,1,0
1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,162,138.6,11,0,0,0,1,1,1,0,1,0,0,12.7,3.7,-1.7,0,0,2,0,1,0,4,3,2,9147,5,5,1,1,1,3,0
1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,133.1,112.9,11.66666667,10.5,0,0,1,1,0,0,1,0,0,16.2,0.3,-0.92,0,3,2,0,1,1,3,3,1,9670,6,6,2,1,1,1,1
1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,120,111.6,14.5,12.66666667,1,1,1,1,0,0,1,0,0,12.4,0.5,1.79,0,0,1,1,2,2,1,2,2,9238,6,6,2,1,2,2,0
1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,160,152,14.71428571,14.16666667,1,1,1,1,0,0,1,0,0,12.7,3.7,-1.7,0,0,1,1,2,2,4,2,2,9254,6,6,1,1,3,3,0
1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,141,132.6,13.28571429,14.33333333,1,1,1,1,0,0,1,0,1,12.4,0.5,1.79,0,0,1,1,2,2,1,2,3,9238,6,6,1,1,3,1,0
1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,125,118.4,11.33333333,10.5,0,0,1,1,1,0,1,0,0,9.4,-0.8,-3.12,1,1,2,0,1,1,4,3,4,9085,5,5,2,1,1,3,0
0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,120,120,0,0,0,0,1,1,0,1,0,0,0,13.9,-0.3,0.79,2,3,1,0,2,0,2,3,2,9500,7,7,3,2,3,3,1
1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,128,122.1,11.57142857,12,0,1,1,1,0,0,1,0,1,13.9,-0.3,0.79,0,0,2,0,2,5,1,2,2,9147,5,5,1,1,3,3,0
1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,162,142.8,13,11.5,0,0,1,1,0,1,1,0,0,12.7,3.7,-1.7,0,0,2,5,1,1,1,3,2,9853,6,6,1,1,3,3,1
1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,130,124.8,11.5,14,1,0,1,1,0,0,1,0,1,11.1,0.6,2.02,0,0,2,1,1,5,1,3,1,9238,6,6,1,1,1,1,0
1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,134,126.3,11.8,11.6,1,1,1,1,1,0,1,0,1,16.2,0.3,-0.92,0,3,1,5,1,5,4,3,2,9147,5,5,1,1,3,3,0
1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,133.1,119,10.66666667,12.28571429,0,0,1,1,1,0,0,0,1,10.8,1.4,1.74,0,0,1,0,1,1,1,3,4,9147,5,5,1,1,3,3,1
1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,137,124.9,13.8875,14.86444444,0,1,1,1,0,0,1,0,1,15.5,2.8,-4.06,0,0,2,1,2,2,4,2,4,9500,7,8,1,1,3,3,0
1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,133.1,118,11.4,11.5,0,1,1,1,0,1,1,0,1,8.9,1.4,3.51,0,0,1,5,2,2,1,3,4,9238,6,6,2,1,3,3,0
1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,110,100,12.33333333,12.14285714,0,1,0,0,0,0,1,0,0,9.4,-0.8,-3.12,0,0,2,1,1,2,2,3,2,8014,1,7,4,1,3,3,0
1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,133.1,109,12.16,12.16,0,0,0,1,1,0,1,0,0,7.6,2.6,0.32,0,0,1,5,8,5,3,3,4,9500,7,7,4,1,3,3,0
1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,133,130.8,13.4275,13.4275,1,1,1,1,1,0,1,0,0,9.4,-0.8,-3.12,0,0,1,1,8,2,4,2,2,9500,1,8,1,1,2,3,0
1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,130,110,15.16666667,15.5,1,0,1,1,1,0,1,0,0,15.5,2.8,-4.06,0,0,1,1,2,1,3,3,1,9070,6,6,2,1,1,3,0
1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,151,151,0,0,0,0,1,1,1,0,1,0,0,9.4,-0.8,-3.12,1,0,2,0,0,0,2,0,2,9773,6,6,1,1,3,3,1
1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,125,131,10.5,0,0,0,1,1,1,0,1,1,0,10.8,1.4,1.74,1,3,2,0,2,0,4,2,4,9130,5,5,1,1,3,3,1
1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,158,155.2,11.8,11,1,0,1,1,0,0,1,1,1,9.4,-0.8,-3.12,0,0,0,5,8,1,1,2,2,9147,5,5,1,1,1,3,0
1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,128,121,13.2,11.4,1,1,1,1,1,1,1,1,0,16.2,0.3,-0.92,0,3,1,5,1,5,1,2,2,9147,5,5,2,1,2,1,0
1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,133,119.7,13.075,12.36111111,1,1,1,1,1,1,1,1,0,12.4,0.5,1.79,0,0,1,1,1,2,1,3,4,9500,7,8,1,1,1,1,0
1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,138,131,11.6,13,0,0,1,1,1,0,1,1,0,11.1,0.6,2.02,0,0,1,0,1,1,1,2,1,9130,6,6,1,1,2,3,1
1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,126,116.9,13.66666667,12.25,1,0,1,1,0,0,1,1,0,13.9,-0.3,0.79,0,0,2,1,1,1,4,2,1,9003,6,6,1,1,3,2,1
